# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Motor mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s),Dynamic Pressure (mbar)
43.608,33083.812,-2.183,-31.943,163.785,32.88,7839.043,12.32,7839.053,0.09,149.702,7.794,32.9,-105.974,32.021,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.168,6545275.951,0,93.995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.022,NaN,NaN,NaN,NaN,14.068,-69.7,265.345,974.606,0.005,0.206,5.318
44.108,33078.729,-18.151,-31.936,160.939,32.873,7912.919,12.573,7912.929,0.091,145.805,7.794,32.9,-105.974,32.021,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.168,6431543.847,0,93.997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.022,NaN,NaN,NaN,NaN,14.107,-69.7,265.345,974.606,0.5,0.207,5.134
44.608,33065.754,-33.746,-31.19,159.971,32.077,7984.885,12.823,7984.895,0.092,142.059,7.493,32.9,-105.974,32.021,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.165,6394394.49,0,90.969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.021,NaN,NaN,NaN,NaN,14.313,-69.7,265.408,974.606,0.5,0.207,5.074
45.108,33045.074,-48.974,-30.457,161.602,31.34,8054.99,13.07,8055.001,0.093,138.365,7.388,32.9,-105.974,32.021,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.165,6463483.98,0,91.163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.021,NaN,NaN,NaN,NaN,15.638,-69.7,265.569,974.606,0.5,0.207,5.181
45.608,33016.868,-63.851,-29.754,162.203,30.593,8123.283,13.314,8123.294,0.094,134.807,7.116,32.9,-105.973,32.022,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.165,6493765.231,0,90.191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.021,NaN,NaN,NaN,NaN,14.3,-69.7,265.825,974.606,0.5,0.207,5.225
46.108,32981.31,-78.381,-29.06,163.433,29.854,8189.83,13.555,8189.842,0.095,131.386,6.842,32.9,-105.973,32.022,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.164,6551613.398,0,90.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.021,NaN,NaN,NaN,NaN,12.025,-69.7,266.174,974.606,0.5,0.207,5.311
46.608,32938.577,-92.551,-28.339,166.257,29.112,8254.69,13.793,8254.701,0.096,128.053,6.666,32.9,-105.973,32.022,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.166,6675854.962,0,92.029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.021,NaN,NaN,NaN,NaN,10.062,-69.7,266.614,974.606,0.5,0.207,5.506
47.108,32888.867,-106.288,-27.476,173.736,28.337,8317.849,14.028,8317.861,0.097,124.586,6.934,32.9,-105.973,32.022,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.173,6989981.17,0,100.203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.022,NaN,NaN,NaN,NaN,12.843,-69.7,267.143,974.606,0.5,0.207,6.024
47.608,32832.391,-119.616,-26.655,178.723,27.53,8379.281,14.26,8379.293,0.098,121.143,6.886,32.9,-105.973,32.022,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.177,7207220.609,0,105.524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.022,NaN,NaN,NaN,NaN,11.651,-69.7,267.759,974.606,0.5,0.207,6.389
48.108,32769.368,-132.477,-25.722,185.937,26.674,8438.97,14.488,8438.982,0.098,117.614,7.059,32.9,-105.972,32.022,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.184,7519080.455,0,114.346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.023,NaN,NaN,NaN,NaN,12.856,-69.7,268.508,974.606,0.5,0.207,6.935
48.608,32700.039,-144.84,-24.725,193.701,25.776,8496.866,14.712,8496.879,0.099,113.972,7.283,32.9,-105.972,32.022,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.192,7857704.653,0,124.583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.024,NaN,NaN,NaN,NaN,14.642,-69.7,269.352,974.606,0.5,0.207,7.55
49.108,32624.648,-156.722,-23.765,199.822,24.852,8552.943,14.932,8552.956,0.1,110.338,7.269,32.9,-105.972,32.023,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.198,8133944.794,0,132.925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.024,NaN,NaN,NaN,NaN,13.626,-69.7,270.281,974.606,0.5,0.207,8.062
49.608,32543.438,-168.119,-22.794,205.626,23.896,8607.215,15.148,8607.228,0.101,106.751,7.175,32.9,-105.972,32.023,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.204,8401460.84,0,141.236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.025,NaN,NaN,NaN,NaN,11.646,-69.7,271.29,974.606,0.5,0.208,8.569
50.108,32456.671,-178.948,-21.657,213.898,22.9,8659.659,15.36,8659.673,0.102,103.029,7.443,32.9,-105.972,32.023,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.212,8774488.433,0,154.163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.026,NaN,NaN,NaN,NaN,14.146,-69.7,272.378,974.606,0.5,0.208,9.31
50.608,32364.624,-189.239,-20.581,220.535,21.894,8710.24,15.567,8710.254,0.102,99.296,7.466,32.9,-105.972,32.023,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.219,9085342.496,0,165.024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.027,NaN,NaN,NaN,NaN,13.948,-69.7,273.54,974.606,0.5,0.208,9.939
51.108,32267.575,-198.96,-19.444,227.741,20.878,8758.938,15.77,8758.952,0.103,95.494,7.604,32.9,-105.971,32.024,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.227,9424498.963,0,177.529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.027,NaN,NaN,NaN,NaN,15.323,-69.7,274.773,974.606,0.5,0.208,10.647
51.608,32165.789,-208.18,-18.439,232.647,19.84,8805.769,15.967,8805.784,0.104,91.833,7.323,32.9,-105.971,32.024,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.232,9673062.602,0,186.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.028,NaN,NaN,NaN,NaN,12.021,-69.7,276.073,974.606,0.5,0.208,11.163
52.108,32059.53,-216.859,-17.358,238.464,18.8,8850.782,16.16,8850.797,0.105,88.222,7.222,32.9,-105.971,32.024,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.238,9963925.686,0,197.402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.029,NaN,NaN,NaN,NaN,10.963,-69.7,277.437,974.606,0.5,0.208,11.786
52.608,31949.072,-224.97,-16.223,244.816,17.781,8893.983,16.347,8893.998,0.105,84.582,7.279,32.9,-105.971,32.025,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.245,10281799.6,0,210.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN,11.975,-69.7,278.86,974.606,0.5,0.208,12.486
53.108,31834.689,-232.562,-15.183,249.817,16.749,8935.39,16.529,8935.405,0.106,81.047,7.071,32.9,-105.971,32.025,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.25,10547494.752,0,220.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN,10.186,-69.7,280.34,974.606,0.5,0.208,13.07
53.608,31716.651,-239.59,-14.057,255.822,15.785,8975.015,16.706,8975.031,0.107,77.456,7.181,32.9,-105.971,32.025,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.257,10860075.169,0,233.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.031,NaN,NaN,NaN,NaN,12.219,-69.7,281.872,974.606,0.5,0.208,13.781
54.108,31595.234,-246.078,-12.975,261.242,14.856,9012.838,16.877,9012.854,0.107,73.838,7.236,32.9,-105.971,32.026,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.263,11152341.212,0,245.974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.031,NaN,NaN,NaN,NaN,13.871,-69.7,283.453,974.606,0.5,0.208,14.452
54.608,31470.701,-252.054,-11.952,266,13.954,9048.857,17.044,9048.873,0.108,70.238,7.2,32.9,-105.97,32.026,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.268,11420629.33,0,257.394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.032,NaN,NaN,NaN,NaN,14.76,-69.7,285.079,974.606,0.5,0.208,15.069
55.108,31343.297,-257.563,-11.017,269.846,13.038,9083.104,17.204,9083.12,0.109,66.752,6.971,32.9,-105.97,32.026,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.273,11653565.038,0,267.148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.033,NaN,NaN,NaN,NaN,13.737,-69.7,286.747,974.606,0.5,0.209,15.599
55.608,31213.258,-262.592,-10.059,274.022,12.225,9115.612,17.359,9115.628,0.109,63.279,6.947,32.9,-105.97,32.027,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.277,11904303.28,0,278.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.033,NaN,NaN,NaN,NaN,15.035,-69.7,288.454,974.606,0.5,0.209,16.181
56.108,31080.814,-267.182,-9.179,277.566,11.429,9146.399,17.509,9146.416,0.11,59.874,6.811,32.9,-105.97,32.027,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.281,12123891.946,0,287.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.033,NaN,NaN,NaN,NaN,15.336,-69.548,290.221,974.774,0.5,0.209,16.697
56.608,30946.18,-271.355,-8.346,281.037,10.734,9175.492,17.654,9175.509,0.11,56.498,6.751,32.9,-105.97,32.028,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.285,12315953.017,0,297.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.034,NaN,NaN,NaN,NaN,16.634,-68.829,292.114,975.568,0.5,0.209,17.198
57.108,30809.545,-275.185,-7.661,283.193,9.889,9202.959,17.793,9202.976,0.111,53.371,6.254,32.9,-105.97,32.028,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.287,12451526.524,0,303.546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.034,NaN,NaN,NaN,NaN,13.497,-68.097,294.038,976.376,0.5,0.209,17.545
57.608,30671.081,-278.671,-6.971,285.555,9.14,9228.906,17.927,9228.923,0.111,50.415,5.912,32.9,-105.97,32.028,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.289,12597092.532,0,310.638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.035,NaN,NaN,NaN,NaN,11.909,-67.355,295.992,977.196,0.5,0.209,17.923
58.108,30530.958,-281.824,-6.308,287.813,8.446,9253.411,18.056,9253.428,0.112,47.607,5.617,32.9,-105.97,32.029,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.292,12738941.645,0,317.642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.035,NaN,NaN,NaN,NaN,10.798,-66.603,297.971,978.027,0.5,0.209,18.294
58.608,30389.344,-284.629,-5.609,290.565,8.006,9276.5,18.18,9276.518,0.112,44.751,5.713,32.9,-105.97,32.029,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.295,12903570.808,0,326.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.035,NaN,NaN,NaN,NaN,13.684,-65.842,299.974,978.868,0.5,0.209,18.735
59.108,30246.403,-287.138,-5.018,292.48,7.452,9298.186,18.299,9298.204,0.113,41.996,5.508,32.9,-105.97,32.03,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.297,13031800.365,0,332.582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.035,NaN,NaN,NaN,NaN,13.65,-65.073,301.998,979.717,0.5,0.209,19.074
59.608,30102.274,-289.376,-4.476,294.114,6.91,9318.526,18.413,9318.544,0.113,39.365,5.264,32.9,-105.97,32.03,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.298,13148042.123,0,338.419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.036,NaN,NaN,NaN,NaN,13.213,-64.296,304.041,980.575,0.5,0.209,19.38
60.108,29957.091,-291.356,-3.96,295.671,6.452,9337.571,18.522,9337.59,0.114,36.817,5.094,32.9,-105.97,32.031,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.3,13261299.16,0,344.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.036,NaN,NaN,NaN,NaN,13.509,-63.513,306.101,981.44,0.5,0.209,19.679
60.608,29810.977,-293.099,-3.486,296.996,6.016,9355.367,18.627,9355.385,0.114,34.366,4.903,32.9,-105.969,32.031,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.301,13364543.234,0,349.387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.036,NaN,NaN,NaN,NaN,13.586,-62.725,308.176,982.311,0.5,0.209,19.951
61.108,29664.044,-294.634,-3.07,297.965,5.515,9371.977,18.727,9371.995,0.114,32.075,4.581,32.9,-105.969,32.031,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.302,13451996.58,0,353.707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.036,NaN,NaN,NaN,NaN,12.353,-61.931,310.265,983.187,0.5,0.21,20.177
61.608,29516.397,-295.954,-2.64,299.182,5.273,9387.444,18.823,9387.462,0.115,29.793,4.564,32.9,-105.969,32.032,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.303,13550803.55,0,358.799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.036,NaN,NaN,NaN,NaN,14.034,-61.133,312.365,984.069,0.5,0.21,20.439
62.108,29368.137,-297.086,-2.263,300.017,4.942,9401.791,18.915,9401.81,0.115,27.597,4.393,32.9,-105.969,32.032,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.304,13635503.338,0,362.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,14.239,-60.331,314.546,984.955,0.5,0.21,20.655
62.608,29219.351,-298.055,-1.938,300.494,4.48,9415.084,19.003,9415.103,0.116,25.577,4.039,32.9,-105.969,32.033,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.304,13706182.412,0,366.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,12.627,-59.525,316.789,985.844,0.5,0.21,20.826
63.108,29070.119,-298.874,-1.638,300.88,4.037,9427.411,19.087,9427.43,0.116,23.733,3.689,32.9,-105.969,32.033,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.304,13772638.122,0,369.321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,10.955,-58.717,319.04,986.737,0.5,0.21,20.986
63.608,28920.515,-299.543,-1.338,301.364,3.787,9438.834,19.167,9438.854,0.116,21.961,3.543,32.9,-105.969,32.034,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.305,13843410.433,0,372.702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,11.119,-57.907,321.297,987.632,0.5,0.21,21.16
64.108,28770.61,-300.074,-1.061,301.771,3.606,9449.384,19.243,9449.403,0.117,20.238,3.447,32.9,-105.969,32.034,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.305,13910474.926,0,375.895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,11.724,-57.094,323.561,988.53,0.5,0.21,21.323
64.608,28620.474,-300.473,-0.799,302.155,3.548,9459.07,19.316,9459.09,0.117,18.509,3.457,32.9,-105.969,32.035,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.305,13976273.691,0,379.054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,13.326,-56.28,325.828,989.429,0.5,0.21,21.484
65.108,28470.163,-300.772,-0.598,302.133,3.181,9467.934,19.385,9467.954,0.117,16.947,3.124,32.9,-105.969,32.035,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.305,14023047.614,0,381.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,11.702,-55.464,328.099,990.33,0.5,0.21,21.587
65.608,28319.729,-300.963,-0.381,302.327,3.171,9476.014,19.451,9476.034,0.118,15.373,3.148,32.9,-105.969,32.036,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.305,14079438.582,0,383.669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,13.312,-54.648,330.373,991.232,0.5,0.21,21.72
66.108,28169.221,-301.068,-0.211,302.234,2.931,9483.335,19.514,9483.355,0.118,13.912,2.923,32.9,-105.969,32.036,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.305,14122174.447,0,385.461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,12.616,-53.831,332.649,992.135,0.5,0.21,21.813
66.608,28018.681,-301.091,-0.046,302.163,2.814,9489.938,19.574,9489.959,0.118,12.505,2.814,32.9,-105.969,32.036,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.304,14165437.37,0,387.318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,12.918,-53.013,334.926,993.038,0.5,0.211,21.907
67.108,27868.146,-301.049,0.085,301.898,2.513,9495.876,19.631,9495.897,0.118,11.249,2.512,32.9,-105.969,32.037,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.304,14199232.408,0,388.594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,11.385,-52.195,337.203,993.941,0.5,0.211,21.974
67.608,27717.653,-300.923,0.252,301.914,2.743,9501.159,19.685,9501.18,0.119,9.883,2.732,32.9,-105.969,32.037,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.304,14248967.563,0,390.822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,14.565,-51.378,339.557,994.844,0.5,0.211,22.085
68.108,27567.236,-300.746,0.355,301.457,2.343,9505.811,19.737,9505.831,0.119,8.725,2.316,32.9,-105.969,32.038,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.303,14277903.818,0,391.664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,11.979,-50.56,341.959,995.747,0.5,0.211,22.13
68.608,27416.922,-300.51,0.47,301.157,2.265,9509.896,19.786,9509.916,0.119,7.617,2.215,32.9,-105.969,32.038,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.302,14313665.205,0,392.976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,12.108,-49.743,344.36,996.649,0.5,0.211,22.196
69.108,27266.74,-300.218,0.586,300.907,2.371,9513.417,19.832,9513.438,0.119,6.468,2.298,32.9,-105.969,32.039,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.302,14351251.755,0,394.436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,13.888,-48.927,346.759,997.551,0.5,0.211,22.27
69.608,27116.716,-299.88,0.675,300.513,2.309,9516.375,19.876,9516.395,0.12,5.364,2.208,32.9,-105.969,32.039,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.301,14381412.611,0,395.441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,14.133,-48.111,349.156,998.452,0.5,0.211,22.32
70.108,26966.869,-299.51,0.74,299.976,2.034,9518.82,19.918,9518.84,0.12,4.417,1.895,32.9,-105.969,32.04,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.301,14404115.116,0,395.985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,12.307,-47.296,351.55,999.352,0.5,0.211,22.349
70.608,26817.215,-299.104,0.813,299.538,2.004,9520.799,19.957,9520.82,0.12,3.501,1.832,32.9,-105.969,32.04,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.3,14430888.538,0,396.818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,12.622,-46.482,353.941,1000.251,0.5,0.211,22.391
71.108,26667.772,-298.668,0.871,299.031,1.89,9522.339,19.995,9522.36,0.12,2.663,1.677,32.9,-105.969,32.041,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.299,14453773.931,0,397.423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,12.073,-45.669,356.33,1001.149,0.5,0.211,22.422
71.608,26518.554,-298.204,0.928,298.554,1.894,9523.463,20.03,9523.485,0.121,1.838,1.651,32.9,-105.969,32.041,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.298,14477445.96,0,398.101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,12.621,-44.857,358.715,1002.046,0.5,0.211,22.456
72.108,26369.574,-297.716,0.976,298.039,1.863,9524.183,20.064,9524.204,0.121,1.045,1.587,32.9,-105.969,32.041,NaN,NaN,NaN,NaN,1395.569,51.447,NaN,NaN,NaN,NaN,NaN,0.298,14498630.139,0,398.641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.037,NaN,NaN,NaN,NaN,12.823,-44.047,361.096,1002.941,0.5,0.212,22.483
